Appendix A. Acceptable Acute Toxicity Data of Aluminum to Freshwater Aquatic Animals,,,,,,,,,,,,,,,,,,
"Smallmouth bass, Micropterus dolomieui","S, M, T",12.0000,7.5000,1.600,>,216.800,Kane 1984; Kane and Rabeni 1987,>,117.7,c,,"2,293","2,293",,Micropterus,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/deionized water mix
,,,,,,,,,,,,,,,,,,
"Green tree frog, Hyla cinerea","R, M, T",4.5500,5.4900,0.500,>,405.200,Jung and Jagoe 1995,>,"14,244",,>,"14,244","14,244",>,Hyla,Amphibian,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Recon Lab water (recipe different from EPA)
"a S=static, F=flow-through, U=unmeasured, M=measured, A=acid exchangeable aluminum, T=total aluminum, D=dissolved aluminum, NR=not reported.",,,,,,,,,,,,,,,,,,
"b Normalized to pH 7, hardness of 100 mg/L as CaCO3 and DOC of 1 mg/L (see Section 2.7.1). Values in bold are used in SMAV calculation.",,,,,,,,,,,,,,,,,,
c Not used to calculate SMAV because either a more definitive value is available or value is considered an outlier.,,,,,,,,,,,,,,,,,,
"d When definitive DOC values were not reported by the authors: a DOC value of 0.5 mg/L was used when dilution water was reconstituted, 1.1 mg/L when dilution water was Lake Superior, MN water, 2.8 mg/L when dilution water was Liberty Lake, WA water, 1.6 mg/L when dilution water was tap or well water, or half the detection limit when the reported value was less than the detection limit, based on recommendations in the 2007 Freshwater Copper AWQC (U.S. EPA 2007b).",,,,,,,,,,,,,,,,,,
"e Missing water quality parameters and/or dilution water type needed to estimate water quality parameters, so values cannot be normalized.",,,,,,,,,,,,,,,,,,
f Not used to calculate SMAV because flow-through measure test(s) available.,,,,,,,,, ,,,,,,,,,
g Phosphate in exposure media is providing an ameliorating effect against aluminum. ,,,,,,,,,,,,,,,,,,
